순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
326,213420,덕산네오룩스,18450,700,3.9,327260,5956018350,17600,18500,17550,442984721400,0.03,24010012,,,
327,005690,파미셀,7360,-70,-0.9,745780,5440785210,7210,7510,7130,441297872000,0.03,59958950,,,
328,112040,위메이드,26100,-150,-0.6,52399,1374264300,25550,26750,25550,438480000000,0.03,16800000,,,
329,141080,레고켐바이오,41000,1050,2.6,52270,2124022000,40000,41450,39200,434582042000,0.03,10599562,,,
330,078160,메디포스트,27750,0,0.0,90741,2513607850,27350,28150,27300,433395115500,0.03,15617842,,,
331,001630,종근당홀딩스,86500,-12000,-12.2,182798,15822043600,95300,95900,82700,433352976500,0.03,5009861,,,
332,066575,LG전자우,25200,-600,-2.3,32029,805490900,25700,25700,25000,433086998400,0.03,17185992,,,
333,003530,한화투자증권,2010,-35,-1.7,357462,719663880,2040,2040,1985,431241027750,0.03,214547775,,,
334,025860,남해화학,8670,-120,-1.4,69897,605825220,8640,8790,8520,430715568810,0.03,49678843,,,
335,004430,송원산업,17900,-150,-0.8,114268,2043802200,17800,18000,17600,429600000000,0.03,24000000,,,
336,230360,에코마케팅,26500,550,2.1,166441,4352192400,25650,26700,24950,429271830500,0.03,16198937,,,
337,053210,스카이라이프,8970,-130,-1.4,42477,381854880,9100,9100,8940,428963035020,0.03,47821966,,,
338,002990,금호산업,11900,-100,-0.8,123713,1444128250,11800,11900,11550,428820653100,0.03,36035349,,,
339,086520,에코프로,19250,-550,-2.8,224000,4322037850,19450,19550,19100,425236176750,0.03,22090191,,,
340,094800,맵스리얼티1,4570,-10,-0.2,113048,515332740,4545,4585,4545,424252892670,0.03,92834331,,,
341,048410,현대바이오,12150,300,2.5,3117983,38520885300,11500,13000,11500,420841882800,0.03,34637192,,,
342,001820,삼화콘덴서,40300,-700,-1.7,125664,5047245700,39700,40750,39650,418918500000,0.03,10395000,,,
343,272450,진에어,13950,-600,-4.1,115923,1625099150,14400,14450,13850,418500000000,0.03,30000000,,,
344,006120,SK디스커버리,21950,-200,-0.9,20525,453633950,21900,22400,21900,417880917250,0.03,19037855,,,
345,271980,제일약품,28300,50,0.2,19228,544112550,28250,29200,28050,416147877600,0.03,14704872,,,
346,002960,한국쉘석유,316000,0,0.0,1373,433372000,315500,318000,314000,410800000000,0.03,1300000,,,
347,002210,동성제약,15750,-250,-1.6,407972,6473354150,15700,16200,15500,410614281000,0.03,26070748,,,
348,060980,한라홀딩스,39200,-1000,-2.5,17505,687499100,39850,40100,38900,410505144000,0.03,10472070,,,
349,263050,유틸렉스,56100,2200,4.1,42105,2346463000,53300,57600,53100,408983305500,0.03,7290255,,,
350,037560,CJ헬로,5270,-150,-2.8,108153,574337940,5310,5380,5270,408144978550,0.03,77446865,,,
351,011160,두산건설,1250,0,0.0,113908,142574500,1250,1275,1200,405821441250,0.03,324657153,,,
352,126560,현대에이치씨엔,3575,-155,-4.2,38276,138826385,3730,3745,3560,403533830700,0.03,112876596,,,
353,014830,유니드,45350,-150,-0.3,6530,296903900,45000,45750,44800,403154380050,0.03,8889843,,,
354,006730,서부T&D,7250,-210,-2.8,118988,863125430,7390,7410,7190,401931901750,0.03,55438883,,,
355,226320,잇츠한불,18200,-200,-1.1,28022,514917000,18050,18650,18000,399113533000,0.03,21929315,,,
356,031390,녹십자셀,33250,-700,-2.1,44685,1494142550,33800,33800,33250,397861786000,0.03,11965768,,,
357,036800,나이스정보통신,39650,3200,8.8,332105,12764842150,35800,39900,35800,396500000000,0.03,10000000,,,
358,300720,한일시멘트,95600,-3900,-3.9,5402,521481100,99100,99100,95400,396259132000,0.03,4144970,,,
359,239610,에이치엘사이언스,77000,-900,-1.2,30947,2387666600,76500,79500,76000,395945396000,0.03,5142148,,,
360,243070,휴온스,43700,-700,-1.6,30405,1327719850,44000,44700,42850,392590180900,0.03,8983757,,,
361,122900,아이마켓코리아,10900,-500,-4.4,92573,1019167900,11350,11350,10850,391782406000,0.03,35943340,,,
362,003800,에이스침대,35250,450,1.3,3900,133910150,34300,35250,33650,390922500000,0.03,11090000,,,
363,088260,이리츠코크렙,6160,-10,-0.2,50002,307549180,6170,6170,6060,390184194400,0.03,63341590,,,
364,029530,신도리코,38500,-1000,-2.5,12588,487260850,39550,39550,38500,388081116500,0.03,10080029,,,
365,003920,남양유업,539000,-7000,-1.3,373,202223000,541000,548000,539000,388080000000,0.03,720000,,,
366,200230,텔콘RF제약,4640,-95,-2.0,813868,3767400125,4615,4730,4560,385056227840,0.03,82986256,,,
367,024720,한국콜마홀딩스,21450,1900,9.7,462111,9778257950,19800,22450,19700,384790820700,0.03,17938966,,,
368,268280,미원에스씨,73000,-600,-0.8,1259,91615800,73600,74000,71900,384556043000,0.03,5267891,,,
369,007390,네이처셀,7230,220,3.1,695800,4950252020,6930,7320,6830,384096634770,0.03,53125399,,,
370,123890,한국자산신탁,3400,-205,-5.7,199760,686221310,3570,3590,3330,383701053400,0.03,112853251,,,
371,025900,동화기업,18950,950,5.3,97128,1794497050,17700,19000,17700,382759338900,0.03,20198382,,,
372,234340,세틀뱅크,41300,-1050,-2.5,104331,4340260850,42000,42800,41100,382727100000,0.03,9267000,,,
373,122870,와이지엔터테인먼트,21000,-400,-1.9,241257,5030346550,20950,21250,20400,382149789000,0.03,18197609,,,
374,061970,엘비세미콘,8720,-180,-2.0,1361062,11967314400,8760,8980,8700,381801642240,0.03,43784592,,,
375,192650,드림텍,6530,-150,-2.2,197413,1292878550,6510,6630,6460,379691825860,0.03,58145762,,,
376,036540,SFA반도체,2665,0,0.0,4851871,12994171330,2590,2765,2575,379208910210,0.03,142292274,,,
377,043150,바텍,25500,-400,-1.5,20840,527471850,25900,25900,25150,378783528000,0.03,14854256,,,
378,293480,하나제약,23350,-700,-2.9,25301,594418200,23600,23800,23300,378270000000,0.03,16200000,,,
379,008350,남선알미늄,3430,-30,-0.9,19077778,69650012105,3575,3790,3405,377914278700,0.03,110179090,,,
380,013120,동원개발,4150,-180,-4.2,171672,711871075,4250,4270,4055,376853615000,0.03,90808100,,,
381,082270,젬백스,10500,-200,-1.9,108700,1135086250,10550,10650,10250,375973227000,0.03,35806974,,,
382,015350,부산가스,34100,-250,-0.7,916,31120900,33600,34500,33600,375100000000,0.03,11000000,,,
383,179900,유티아이,23550,1350,6.1,488614,11553042600,22050,25050,21650,373618277250,0.02,15864895,,,
384,081000,일진다이아,33100,-100,-0.3,137258,4526000400,32900,33650,32550,373300972500,0.02,11277975,,,
385,023410,유진기업,4825,-25,-0.5,241344,1156597875,4770,4855,4740,373024913975,0.02,77310863,,,
386,265520,AP시스템,26450,1450,5.8,452099,11709515400,24600,26500,24550,372932065950,0.02,14099511,,,
387,035600,KG이니시스,13350,0,0.0,148286,1957300150,13300,13450,12950,372524193900,0.02,27904434,,,
388,007570,일양약품,19350,-600,-3.0,39358,759351350,19600,19650,19050,369307598400,0.02,19085664,,,
389,183490,엔지켐생명과학,46800,50,0.1,41153,1907993300,45800,47500,45500,366807542400,0.02,7837768,,,
390,001725,신영증권우,51900,-400,-0.8,6889,354859300,52000,52200,51200,366090299700,0.02,7053763,,,
391,058820,CMG제약,2635,-10,-0.4,1046664,2762655575,2580,2690,2575,365981062940,0.02,138892244,,,
392,097230,한진중공업,4360,-80,-1.8,68358,295725670,4375,4430,4280,363075865160,0.02,83274281,,,
393,012610,경인양행,8980,-410,-4.4,3574334,33156146460,9280,9490,8940,362759357700,0.02,40396365,,,
394,192440,슈피겐코리아,58100,1700,3.0,58040,3320952200,55900,58500,55000,361170690300,0.02,6216363,,,
395,092730,네오팜,44000,-1100,-2.4,14086,619103750,44300,44850,43600,361123884000,0.02,8207361,,,
396,000370,한화손해보험,3090,-85,-2.7,138908,431895135,3170,3170,3085,360723247350,0.02,116738915,,,
397,224760,엔에스컴퍼니,91500,0,0.0,0,0,0,0,0,360482550000,0.02,3939700,,,
398,036930,주성엔지니어링,7460,10,0.1,1763152,13110996440,7300,7700,7250,359939121520,0.02,48249212,,,
399,008730,율촌화학,14500,-1350,-8.5,594302,8847083750,15600,15600,14050,359600000000,0.02,24800000,,,
400,234080,JW생명과학,22700,-350,-1.5,35874,810756450,22650,22950,22250,359444375800,0.02,15834554,,,
401,249420,일동제약,15800,-200,-1.2,25118,394326400,15850,16000,15500,358193141600,0.02,22670452,,,
402,001520,동양,1500,-35,-2.3,190397,285795765,1505,1520,1495,358026094500,0.02,238684063,,,
403,092040,아미코젠,18600,-150,-0.8,89220,1629391500,18150,18750,17850,357250386000,0.02,19207010,,,
404,088800,에이스테크,9170,-140,-1.5,1648260,14936332280,8900,9320,8850,356328061740,0.02,38858022,,,
405,213500,한솔제지,14950,-250,-1.6,50767,760657250,14950,15100,14850,355818611200,0.02,23800576,,,
406,008490,서흥,30750,-850,-2.7,31270,960942050,31450,31550,30400,355750224750,0.02,11569113,,,
407,002320,한진,29700,-450,-1.5,34583,1032142150,30150,30650,29550,355647283200,0.02,11974656,,,
408,099190,아이센스,25850,100,0.4,26626,678805300,25750,25900,25100,355107602300,0.02,13737238,,,
409,017390,서울가스,70900,-600,-0.8,160,11536700,71600,75000,70700,354500000000,0.02,5000000,,,
410,038500,삼표시멘트,3300,-15,-0.4,520914,1740704540,3270,3430,3260,354278670900,0.02,107357173,,,
411,229500,노브메타파마,39500,-450,-1.1,277,10907100,39950,39950,38250,354033246500,0.02,8962867,,,
412,122990,와이솔,14600,-150,-1.0,241599,3501805750,14550,14700,14250,352691338600,0.02,24156941,,,
413,152330,코리아오토글라스,17600,0,0.0,52597,931407800,17350,17950,17200,352000000000,0.02,20000000,,,
414,314130,지놈앤컴퍼니,43000,0,0.0,0,0,0,0,0,351447471000,0.02,8173197,,,
415,016800,퍼시스,30500,0,0.0,370,11256700,30250,30550,30200,350750000000,0.02,11500000,,,
416,009290,광동제약,6670,150,2.3,210151,1383633130,6610,6680,6480,349647076170,0.02,52420851,,,
417,017810,풀무원,9110,-1290,-12.4,399626,3751305920,10300,10300,9030,347008554500,0.02,38090950,,,
418,068240,다원시스,12900,0,0.0,108727,1411397700,12900,13100,12700,345719458200,0.02,26799958,,,
419,950180,SNK,16400,-100,-0.6,16669,269804000,16200,16450,15950,345413520000,0.02,21061800,,,
420,005500,삼진제약,24800,-450,-1.8,35150,875967400,24950,25150,24500,344720000000,0.02,13900000,,,
421,041830,인바디,25050,50,0.2,68250,1697144550,24600,25150,24400,342778739100,0.02,13683782,,,
422,281820,케이씨텍,17250,-450,-2.5,170374,2924539900,17450,17500,16850,342228615000,0.02,19839340,,,
423,293940,신한알파리츠,7160,-30,-0.4,64816,463225300,7190,7190,7040,341031680680,0.02,47630123,,,
