종목명/PER/업종PER/상승률/상승하락/2019시초가/현재가/업종코드/업종설명
AJ네트웍스/4.75/29.31/1.179/상승/4530/5340/147603/산업용 기계 및 장비 임대업
AK홀딩스/5.87/7.08/0.878/하락/53900/47350/116409/기타 금융업
AP시스템/15.30/43.98/1.156/상승/21850/25250/032902/특수 목적용 기계 제조업
BNK금융지주/4.76/7.08/1.008/상승/7270/7330/116409/기타 금융업
BYC/21.55/65.89/0.947/하락/246500/233500/031401/봉제의복 제조업
CJ ENM/15.82/17.20/0.901/하락/202700/182700/106002/텔레비전 방송업
CJ제일제당/5.43/15.30/0.89/하락/330500/294000/031007/기타 식품 제조업
CJ헬로/14.32/29.31/0.81/하락/9060/7340/106002/텔레비전 방송업
CS/16.91/43.98/1.963/상승/1875/3680/032604/통신 및 방송 장비 제조업
DB금융투자/3.91/8.83/1.125/상승/4445/5000/116601/금융 지원 서비스업
DB손해보험/8.30/9.48/0.884/하락/70600/62400/116501/보험업
DGB금융지주/3.65/7.08/0.996/하락/8310/8280/116409/기타 금융업
DMS/8.35/63.86/1.2/상승/4600/5520/032902/특수 목적용 기계 제조업
DSC인베스트먼트/12.79/18.50/0.949/하락/4080/3870/116402/신탁업 및 집합투자업
DSR/10.95/17.28/1.346/상승/4020/5410/032402/1차 비철금속 제조업
DSR제강/10.18/17.28/1.213/상승/4305/5220/032401/1차 철강 제조업
E1/5.30/18.19/1.083/상승/55700/60300/074607/기타 전문 도매업
F&F/11.28/65.89/1.995/상승/40100/80000/031401/봉제의복 제조업
GKL/16.19/29.31/0.826/하락/24650/20350/189102/유원지 및 기타 오락관련 서비스업
GS/5.35/7.08/0.998/하락/51100/51000/116409/기타 금융업
GST/6.41/43.98/1.501/상승/4410/6620/032902/특수 목적용 기계 제조업
GS건설/5.77/12.04/0.961/하락/44000/42300/064101/건물 건설업
GS글로벌/11.17/18.19/1.121/상승/2480/2780/074608/상품 종합 도매업
GS홈쇼핑/8.37/17.20/0.946/하락/180800/171000/106002/텔레비전 방송업
HB테크놀러지/38.60/63.86/1.026/상승/3235/3320/032902/특수 목적용 기계 제조업
HDC/0.92/7.08/0.905/하락/17300/15650/116409/기타 금융업
HDC아이콘트롤스/6.93/12.04/1.071/상승/9520/10200/064203/전기 및 통신 공사업
HDC현대산업개발/8.87/12.04/0.971/하락/47800/46400/064101/건물 건설업
ISC/8.31/43.98/0.895/하락/8780/7860/032602/전자부품 제조업
JB금융지주/4.04/7.08/1.039/상승/5700/5920/116409/기타 금융업
JW생명과학/25.02/72.68/1.136/상승/22000/25000/032102/의약품 제조업
KBI메탈/13.91/63.86/0.898/하락/2110/1895/032402/1차 비철금속 제조업
KB금융/6.05/7.08/0.949/하락/46700/44300/116409/기타 금융업
KB오토시스/5.18/63.86/1.081/상승/5310/5740/033003/자동차 신품 부품 제조업
KCC건설/6.47/7.92/1.03/상승/7080/7290/064101/건물 건설업
KCI/14.54/63.86/1.46/상승/7840/11450/032004/기타 화학제품 제조업
KC코트렐/23.06/507.36/1.717/상승/4305/7390/032901/일반 목적용 기계 제조업
KD건설/7.70/7.92/0.908/하락/109/99/064101/건물 건설업
KG ETS/11.46/316.76/1.117/상승/3210/3585/053802/폐기물 처리업
KG모빌리언스/16.28/44.36/0.927/하락/7440/6900/105802/소프트웨어 개발 및 공급업
KG이니시스/12.19/44.36/0.99/하락/15550/15400/105802/소프트웨어 개발 및 공급업
KISCO홀딩스/10.57/17.28/1.058/상승/13700/14500/032401/1차 철강 제조업
KMH/3.80/17.20/0.946/하락/7530/7120/106002/텔레비전 방송업
KMH하이텍/9.79/43.98/1.07/상승/904/967/032202/플라스틱제품 제조업
KTB투자증권/6.33/8.83/1.007/상승/3005/3025/116601/금융 지원 서비스업
